name,value_known,value_curve_ref,value_default,value_unresolved_reason,table,source,note,provenance_origin,provenance_dev_name,provenance_source,provenance_source_authority
ST_BossGatekeeper.Conduit.Square.Placed.SpawnDelay,15.0,,,,AC_SandTomb,base,CUT - placed Soak on the grid,datamine,,,producer_bound
ST_BossGatekeeper.Conduit.Triangle.Aoe.Height,800.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.Conduit.Triangle.Aoe.PrimaryAttributeCoefficient,0.512,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.Conduit.Triangle.Aoe.Radius,4000.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.Conduit.Triangle.TickTime,1.5,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.Enrage.DamageScalePerStack.Hard,1.5,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.Enrage.DamageScalePerStack.Normal,1.25,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.Enrage.DamageScalePerStack.Ultimate,1.75,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.Enrage.InitialDelay,3.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.MeleeAutoAttack.InitialMaxCooldown,1.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.MeleeAutoAttack.InitialMinCooldown,1.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.MeleeAutoAttack.MaxCooldown,3.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.MeleeAutoAttack.MinCooldown,3.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.MeleeAutoAttack.PrimaryAttributeCoefficient,3.9,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.MultiCastedMeleeStrike.CastingDuration,1.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.MultiCastedMeleeStrike.Debuff.IncomingDamageBonus,1.1,,,,AC_SandTomb,base,10% additional damage specifically from MultiCastedMeleeStrike,datamine,,,producer_bound
ST_BossGatekeeper.MultiCastedMeleeStrike.FinalCastingDuration,2.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.MultiCastedMeleeStrike.InitialMaxCooldown,10.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.MultiCastedMeleeStrike.InitialMinCooldown,10.0,,,,AC_SandTomb,base,Was 8.0 - set to not jarringly cancel third auto attack animation,datamine,,,producer_bound
ST_BossGatekeeper.MultiCastedMeleeStrike.MaxCooldown,15.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.MultiCastedMeleeStrike.MaxRange,850.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.MultiCastedMeleeStrike.MinCooldown,15.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.MultiCastedMeleeStrike.NumCasts,3.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.MultiCastedMeleeStrike.TickDamage.PrimaryAttributeCoefficient,4.5,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.PullAndCastedAoe.Aoe.CastTime,2.5,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.PullAndCastedAoe.Aoe.PrimaryAttributeCoefficient,20.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.PullAndCastedAoe.Aoe.Radius,1000.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.PullAndCastedAoe.InitialMaxCooldown,20.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.PullAndCastedAoe.InitialMinCooldown,20.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.PullAndCastedAoe.MaxCooldown,55.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.PullAndCastedAoe.MinCooldown,55.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.PullAndCastedAoe.Pull.MaxRange,8000.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.PullAndCastedAoe.Pull.MinimumDistance,300.0,,,,AC_SandTomb,base,players are pulled into this range and they are not pulled at all if they were already within this distance,datamine,,,producer_bound
ST_BossGatekeeper.PullAndCastedAoe.Pull.PullTime,0.5,,,,AC_SandTomb,base,the farther the target the harder they are pulled - pull time is constant,datamine,,,producer_bound
ST_BossGatekeeper.TankCone.Angle,90.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.TankCone.CastTime,2.5,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.TankCone.Damage.PrimaryAttributeCoefficient,13.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.TankCone.DestroyConduitBuff.DamageScalePerStack,1.2,,,,AC_SandTomb,base,20% damage per stack,datamine,,,producer_bound
ST_BossGatekeeper.TankCone.DestroyConduitBuff.EmpoweredConduitDamageScalePerStack,1.25,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.TankCone.DestroyConduitBuff.EmpoweredHasteMultiplierPerStack,1.1,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.TankCone.Height,500.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.TankCone.InitialMaxCooldown,35.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.TankCone.InitialMinCooldown,35.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.TankCone.MaxCooldown,15.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.TankCone.MaxRadius,850.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.TankCone.MaxRange,400.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.TankCone.MinCooldown,15.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_BossGatekeeper.TankCone.MinRadius,0.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.Knockback.Cas1Time,3.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.Knockback.InitialMaxCooldown,15.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.Knockback.InitialMinCooldown,15.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.Knockback.KnockbackStrength,1200.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.Knockback.MaxCooldown,18.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.Knockback.MaxPostAbilityPadding,1.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.Knockback.MinCooldown,18.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.Knockback.MinPostAbilityPadding,1.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.Knockback.Radius,6000.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.Knockback.StrengthCoefficient,2.19,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.MeleeAutoAttack.MaxCooldown,2.3,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.MeleeAutoAttack.MaxRange,500.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.MeleeAutoAttack.MinCooldown,2.3,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.MeleeAutoAttack.StrengthCoefficient,3.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.TankSlam.CastTime,1.5,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.TankSlam.InitialMaxCooldown,8.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.TankSlam.InitialMinCooldown,5.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.TankSlam.MaxCooldown,12.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.TankSlam.MaxPostAbilityPadding,1.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.TankSlam.MaxRange,650.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.TankSlam.MinCooldown,12.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.TankSlam.MinPostAbilityPadding,1.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.TankSlam.Radius,800.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SanguineCrusher.TankSlam.StrengthCoefficient,5.5,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.CastProjectile.CastTime,2.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.CastProjectile.InitialMaxCooldown,12.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.CastProjectile.InitialMinCooldown,5.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.CastProjectile.InterruptCooldown,17.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.CastProjectile.MaxCooldown,20.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.CastProjectile.MaxPostAbilityPadding,0.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.CastProjectile.MaxRange,4000.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.CastProjectile.MinCooldown,20.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.CastProjectile.MinPostAbilityPadding,0.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.CastProjectile.PrimaryAttributeCoefficient,1.84,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.MeleeAutoAttack.MaxCooldown,2.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.MeleeAutoAttack.MaxRange,500.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.MeleeAutoAttack.MinCooldown,2.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.MeleeAutoAttack.StrengthCoefficient,1.3,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.SpawnBlood.BlobsToSpawn,1.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.SpawnBlood.BloodAmount,2.0,,,,AC_SandTomb,base,Triggers on death,datamine,,,producer_bound
ST_SmallBloodElemental.SpinProjectiles.AirTime,2.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.SpinProjectiles.Duration,8.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.SpinProjectiles.InitialMaxCooldown,21.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.SpinProjectiles.InitialMinCooldown,6.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.SpinProjectiles.InterruptCooldown,24.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.SpinProjectiles.MaxCooldown,30.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.SpinProjectiles.MaxDistance,3000.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.SpinProjectiles.MaxPostAbilityPadding,0.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.SpinProjectiles.MinCooldown,30.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.SpinProjectiles.MinDistance,140.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.SpinProjectiles.MinDistanceBetweenImpacts,250.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.SpinProjectiles.MinPostAbilityPadding,0.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.SpinProjectiles.PieSlices,6.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.SpinProjectiles.PrimaryAttributeCoefficient,1.79,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.SpinProjectiles.Radius,200.0,,,,AC_SandTomb,base,,datamine,,,producer_bound
ST_SmallBloodElemental.SpinProjectiles.TickInterval,0.2,,,,AC_SandTomb,base,,datamine,,,producer_bound
Shadowlord.AutoAttack.MaxCooldown,1.7,,,,DungeonModifiers,base,,datamine,,,producer_bound
Shadowlord.AutoAttack.MinCooldown,1.7,,,,DungeonModifiers,base,,datamine,,,producer_bound
Shadowlord.AutoAttack.Range,500.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
Shadowlord.AutoAttack.StrengthCoefficient,4.89,,,,DungeonModifiers,base,,datamine,,,producer_bound
Shadowlord.NumLords.Adventure,2.0,,,,DungeonModifiers,base,every 50.0% worth of dungeon score should spawn NumOrbsForLordSpawn orbs (gives 1 lord),datamine,,,producer_bound
Shadowlord.NumLords.Dungeon,3.0,,,,DungeonModifiers,base,every 33.3% worth of dungeon score should spawn NumOrbsForLordSpawn orbs (gives 1 lord),datamine,,,producer_bound
Shadowlord.NumOrbsForLordSpawn,30.0,,,,DungeonModifiers,base,amount of orbs that need to be picked up (these will spawn across the CompletePercentageForSpawn),datamine,,,producer_bound
Shadowlord.OnDeathGrantBuff.Buff.DamageMultiplier,1.2,,,,DungeonModifiers,base,,datamine,,,producer_bound
Shadowlord.OnDeathGrantBuff.Buff.Duration,60.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
Shadowlord.OnDeathGrantBuff.Buff.HasteMultiplier,1.2,,,,DungeonModifiers,base,,datamine,,,producer_bound
Shadowlord.OnDeathGrantBuff.Buff.PassiveMoveSpeedIncrease,1.2,,,,DungeonModifiers,base,,datamine,,,producer_bound
Shadowlord.Orb.AirTime,1.5,,,,DungeonModifiers,base,how fast theyre lobbed and reach their destination,datamine,,,producer_bound
Shadowlord.Orb.LobSpawnMaxDistance,1100.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
Shadowlord.Orb.LobSpawnMinDistance,800.0,,,,DungeonModifiers,base,lobbed around a player between min and max distances,datamine,,,producer_bound
Shadowlord.Orb.Radius,100.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
Shadowlord.Orb.SpawnPercentage.Adventure,0.016667,,,,DungeonModifiers,base,percentage of dungeon completeness needed to spawn the orb 1.6667% means each 50% he spawns,datamine,,,producer_bound
Shadowlord.TickingAoE.Debuff.Duration,20.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
Shadowlord.TickingAoE.Debuff.IncomingAoEDamagePerStack,1.05,,,,DungeonModifiers,base,,datamine,,,producer_bound
Shadowlord.TickingAoE.Debuff.MaxStackSize,30.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
Shadowlord.TickingAoE.PrimaryAttributeCoefficient,0.37,,,,DungeonModifiers,base,,datamine,,,producer_bound
Shadowlord.TickingAoE.Range,3500.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
Shadowlord.TickingAoE.TickPeriod,2.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
Shadowlord.TickingAoE.VisualRadius,1000.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
Shared.BackgroundFighting.HighMinHealthPercent,0.95,,,,AbilityConstants,base,,datamine,,,producer_bound
Shared.BackgroundFighting.IncomingDamageMultiplier,0.1,,,,AbilityConstants,base,,datamine,,,producer_bound
Shared.BackgroundFighting.LowMinHealthPercent,0.8,,,,AbilityConstants,base,,datamine,,,producer_bound
Shared.RespawnCooldown.Duration,30.0,,,,AbilityConstants,base,Applied when respawning yourself after death. Cannot respawn again until cooldown has completed (does not apply to battle-res),datamine,,,producer_bound
Shared.RespawnGracePeriod.Duration,3.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Shared.Tank.ReducedIncomingDamage,0.9,,,,AbilityConstants,base,,datamine,,,producer_bound
Shared.UpdateRespawnPoint.BlockedByNearbyEnemies.Range,1500.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Shared.UpdateRespawnPoint.CastTime,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Shared_PolymorphChickenSmall.AutoAttack.Cooldown,2.1,,,,AbilityConstants,base,,datamine,,,producer_bound
Shared_PolymorphChickenSmall.AutoAttack.Damage.StrengthCoefficient,1.02,,,,AbilityConstants,base,,datamine,,,producer_bound
Shared_PolymorphChickenSmall.AutoAttack.MaxRange,400.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Stagger.AmountOfBuckets,5.0,,,,AbilityConstants,base,The amount of damage buckets,datamine,,,producer_bound
Stagger.MaxHealthPercentage,0.6,,,,AbilityConstants,base,The threshold of how much Stagger a target can accumulate based on its max health,datamine,,,producer_bound
Stagger.Period,3.0,,,,AbilityConstants,base,How long time it will take between stagger removals,datamine,,,producer_bound
Stealth.Hero.DissolveAmount,0.65,,,,AbilityConstants,base,,datamine,,,producer_bound
Stealth.Hero.DissolveDuration,1.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Stealth.NPC.DissolveAmount,1.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Stealth.NPC.DissolveDuration,1.0,,,,AbilityConstants,base,,datamine,,,producer_bound
StoneSkin.EnemyBuff.MaxHealthMultiplier,0.3,,,,DungeonModifiers,base,30% bonus health - capped to MaxModifierDifficultyScaleLimit,datamine,,,producer_bound
StoneSkin.Explosion.Dot.Duration,6.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
StoneSkin.Explosion.Dot.MaxHealthAsTickDamage,0.025,,,,DungeonModifiers,base,15% over 6 ticks,datamine,,,producer_bound
StoneSkin.Explosion.Dot.Period,1.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
StoneSkin.Explosion.Radius,800.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
StoneSkin.PlayerBuff.PhysicalIncomingDamageMultiplier,1.0,,,,DungeonModifiers,base,- disabled,datamine,,,producer_bound
StormShield.BaseDamage,1728.0,,,,DungeonModifiers,base,was 2880,datamine,,,producer_bound
StormShield.CountdownTimer,8.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
StormShield.CritBonusBuff.AdditionalCritChance,0.2,,,,DungeonModifiers,base,,datamine,,,producer_bound
StormShield.CritBonusBuff.Duration,20.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
StormShield.MaxTriggerDistance,8000.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
StormShield.ShieldBuff.IncomingDamageMultiplier,0.5,,,,DungeonModifiers,base,,datamine,,,producer_bound
StormShield.ShieldBuff.LinkMaxDistance,700.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
StormShield.SpawnPeriodMax,72.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
StormShield.SpawnPeriodMin,59.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
Sune.AoeMelee.AoeHeight,300.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AoeMelee.AoeRadius,800.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AoeMelee.Cooldown,18.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AoeMelee.DamageScalingTargetCountThreshold,8.0,,,,AC_Hero_Sune,base,was 8.0,datamine,,,producer_bound
Sune.AoeMelee.DamageStrengthCoefficient,2.45,,,,AC_Hero_Sune,base,was 2.26,datamine,,,producer_bound
Sune.AoeMelee.HitVisualDelay,0.3,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AoeMelee.MaxNumTargets,20.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AoeMelee.ResourceProcChance,0.3,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AoeMelee.SpiritPointGain,4.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AoeMelee.Talent.CooldownProc.Buff.CritChanceIncrease,0.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AoeMelee.Talent.CooldownProc.Buff.CritChanceIncrease.Duration,12.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AoeMelee.Talent.CooldownProc.ProcChance,0.06,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AoeMelee.Talent.ResetCdAtTargetInstantAoe.ProcChance,0.5,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AoeMeleeDamageBoostAndManaRefundDebuff.AoeMeleeBonusDamagePerStack,0.25,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AoeMeleeDamageBoostAndManaRefundDebuff.Duration,30.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AoeMeleeDamageBoostAndManaRefundDebuff.ManaRefundBase,100.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AoeMeleeDamageBoostAndManaRefundDebuff.ManaRefundPerAdditionalStack,50.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AoeMeleeDamageBoostAndManaRefundDebuff.StackCap,10.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AtTargetInstantAoe.AoeHitDelay,0.6,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AtTargetInstantAoe.AoeRadius,800.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AtTargetInstantAoe.AoeVfxDelay,0.4,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AtTargetInstantAoe.Cooldown,9.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AtTargetInstantAoe.DamageScalingTargetCountThreshold,5.0,,,,AC_Hero_Sune,base,was 5.0,datamine,,,producer_bound
Sune.AtTargetInstantAoe.DamageStrengthCoefficient,1.61,,,,AC_Hero_Sune,base,was 1.49,datamine,,,producer_bound
Sune.AtTargetInstantAoe.MainTargetDamageScaler,2.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AtTargetInstantAoe.ManaCost,55.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AtTargetInstantAoe.MaxNumTargets,20.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AtTargetInstantAoe.MaxRange,3000.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AtTargetInstantAoe.ResourceProcChance,1.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AtTargetInstantAoe.Talent.AddsDot.DotDamageScaler,1.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AtTargetInstantAoe.Talent.AddsDot.DotDuration,9.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AtTargetInstantAoe.Talent.AddsDot.DotOutgoingDamageMultiplier,0.9,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AtTargetInstantAoe.Talent.AddsDot.DotPeriod,1.5,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AtTargetInstantAoe.Talent.DamageReduction.Duration,5.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AtTargetInstantAoe.Talent.DamageReduction.IncomingDamageMultiplier,0.8,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AtTargetInstantAoe.Talent.GrievousCritChance.CritChanceIncrease,1.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AtTargetInstantAoe.Talent.GrievousCritChance.ProcChance,0.3,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AutoAttackParryDebuff.Duration,8.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.AutoAttackParryDebuff.ParryChanceIncrease,0.2,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.BuffedTargetedCastedHealOrDamage.AoeDamage.DamageScalingTargetCountThreshold,3.0,,,,AC_Hero_Sune,base,was 3.0,datamine,,,producer_bound
Sune.BuffedTargetedCastedHealOrDamage.AoeDamage.MaxNumTargets,20.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.BuffedTargetedCastedHealOrDamage.AoeDamage.MaxRange,1000.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.BuffedTargetedCastedHealOrDamage.AoeHeal.MaxRange,3000.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.BuffedTargetedCastedHealOrDamage.BuffDuration,12.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.BuffedTargetedCastedHealOrDamage.Cooldown,60.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.BuffedTargetedCastedHealOrDamage.ProcConsumed.MainTargetScaler,1.5,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.BuffedTargetedCastedHealOrDamage.ProcConsumed.MaxManaFractionGain,0.12,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.BuffedTargetedCastedHealOrDamage.Stacks,2.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.BuffedTargetedCastedHealOrDamage.Talent.ActiveCooldownReduction.CooldownReduction,3.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.BuffedTargetedCastedHealOrDamage.VisualDelay,0.2,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.CastedSingleTargetHeal.CastingDuration,1.5,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.CastedSingleTargetHeal.HealStrengthCoefficient,7.52,,,,AC_Hero_Sune,base,was 13.90 then 6.96,datamine,,,producer_bound
Sune.CastedSingleTargetHeal.ManaCost,132.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.CastedSingleTargetHeal.MaxRange,3000.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.DamageTransferAura.Cooldown,3.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.DamageTransferAura.DamageTransfer.DamageTransferFactor,0.1,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.DamageTransferAura.DamageTransfer.Radius,3000.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.DamageTransferAura.Dot.DamageScalingTargetCountThreshold,8.0,,,,AC_Hero_Sune,base,was 5.0,datamine,,,producer_bound
Sune.DamageTransferAura.Dot.DamageStrengthCoefficient,0.34,,,,AC_Hero_Sune,base,was 0.31,datamine,,,producer_bound
Sune.DamageTransferAura.Dot.Height,400.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.DamageTransferAura.Dot.MaxNumTargets,20.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.DamageTransferAura.Dot.Period,1.5,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.DamageTransferAura.Dot.Radius,1500.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.DamageTransferAura.ManaCostPerPeriod,10.0,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
Sune.DamageTransferAura.ManaCostTickPeriod,1.5,,,,AC_Hero_Sune,base,,datamine,,,producer_bound
