id,namespace,tag,numeric_id,provenance_origin,provenance_dev_name,provenance_source,provenance_source_authority
ItemID/ItemID.HeroItem.Sylvie_VV_Head,ItemID,ItemID.HeroItem.Sylvie_VV_Head,1313,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_VV_Legs,ItemID,ItemID.HeroItem.Sylvie_VV_Legs,1314,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_VV_Necklace,ItemID,ItemID.HeroItem.Sylvie_VV_Necklace,1315,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_VV_Ring,ItemID,ItemID.HeroItem.Sylvie_VV_Ring,1316,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_VV_Shoulders,ItemID,ItemID.HeroItem.Sylvie_VV_Shoulders,1317,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_WT_Chest,ItemID,ItemID.HeroItem.Sylvie_WT_Chest,1318,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_WT_Feet,ItemID,ItemID.HeroItem.Sylvie_WT_Feet,1319,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_WT_Hands,ItemID,ItemID.HeroItem.Sylvie_WT_Hands,1320,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_WT_Head,ItemID,ItemID.HeroItem.Sylvie_WT_Head,1321,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_WT_Legs,ItemID,ItemID.HeroItem.Sylvie_WT_Legs,1322,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_WT_Necklace,ItemID,ItemID.HeroItem.Sylvie_WT_Necklace,1323,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_WT_Ring,ItemID,ItemID.HeroItem.Sylvie_WT_Ring,1324,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_WT_Shoulders,ItemID,ItemID.HeroItem.Sylvie_WT_Shoulders,1325,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_WT_Wrists,ItemID,ItemID.HeroItem.Sylvie_WT_Wrists,1326,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_1,ItemID,ItemID.HeroItem.Sylvie_Weapon_1,526,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_1.1,ItemID,ItemID.HeroItem.Sylvie_Weapon_1.1,1934,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_1.2,ItemID,ItemID.HeroItem.Sylvie_Weapon_1.2,1935,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_1.3,ItemID,ItemID.HeroItem.Sylvie_Weapon_1.3,1936,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_1.4,ItemID,ItemID.HeroItem.Sylvie_Weapon_1.4,1937,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_1.5,ItemID,ItemID.HeroItem.Sylvie_Weapon_1.5,1938,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_2,ItemID,ItemID.HeroItem.Sylvie_Weapon_2,527,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_2.1,ItemID,ItemID.HeroItem.Sylvie_Weapon_2.1,1939,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_2.2,ItemID,ItemID.HeroItem.Sylvie_Weapon_2.2,1940,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_2.3,ItemID,ItemID.HeroItem.Sylvie_Weapon_2.3,1941,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_2.4,ItemID,ItemID.HeroItem.Sylvie_Weapon_2.4,1942,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_2.5,ItemID,ItemID.HeroItem.Sylvie_Weapon_2.5,1943,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_3,ItemID,ItemID.HeroItem.Sylvie_Weapon_3,528,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_3.1,ItemID,ItemID.HeroItem.Sylvie_Weapon_3.1,1944,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_3.2,ItemID,ItemID.HeroItem.Sylvie_Weapon_3.2,1945,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_3.3,ItemID,ItemID.HeroItem.Sylvie_Weapon_3.3,1946,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_3.4,ItemID,ItemID.HeroItem.Sylvie_Weapon_3.4,1947,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_3.5,ItemID,ItemID.HeroItem.Sylvie_Weapon_3.5,1948,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_4,ItemID,ItemID.HeroItem.Sylvie_Weapon_4,529,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_4.1,ItemID,ItemID.HeroItem.Sylvie_Weapon_4.1,1949,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_4.2,ItemID,ItemID.HeroItem.Sylvie_Weapon_4.2,1950,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_4.3,ItemID,ItemID.HeroItem.Sylvie_Weapon_4.3,1951,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_4.4,ItemID,ItemID.HeroItem.Sylvie_Weapon_4.4,1952,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Sylvie_Weapon_4.5,ItemID,ItemID.HeroItem.Sylvie_Weapon_4.5,1953,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Syvlie_SetD_Chest,ItemID,ItemID.HeroItem.Syvlie_SetD_Chest,1327,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_CA_Chest,ItemID,ItemID.HeroItem.Tariq_CA_Chest,1328,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_CA_Feet,ItemID,ItemID.HeroItem.Tariq_CA_Feet,1329,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_CA_Hands,ItemID,ItemID.HeroItem.Tariq_CA_Hands,1330,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_CA_Head,ItemID,ItemID.HeroItem.Tariq_CA_Head,1331,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_CA_Legs,ItemID,ItemID.HeroItem.Tariq_CA_Legs,1332,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_CA_Necklace,ItemID,ItemID.HeroItem.Tariq_CA_Necklace,1333,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_CA_Ring,ItemID,ItemID.HeroItem.Tariq_CA_Ring,1334,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_CA_Shoulders,ItemID,ItemID.HeroItem.Tariq_CA_Shoulders,1335,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_CA_Wrists,ItemID,ItemID.HeroItem.Tariq_CA_Wrists,1336,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_CC_Back,ItemID,ItemID.HeroItem.Tariq_CC_Back,530,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_CC_Feet,ItemID,ItemID.HeroItem.Tariq_CC_Feet,531,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_CC_Finger,ItemID,ItemID.HeroItem.Tariq_CC_Finger,532,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_CC_Head,ItemID,ItemID.HeroItem.Tariq_CC_Head,533,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_CC_Legs,ItemID,ItemID.HeroItem.Tariq_CC_Legs,534,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_CC_Ring,ItemID,ItemID.HeroItem.Tariq_CC_Ring,1337,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_CC_Shoulders,ItemID,ItemID.HeroItem.Tariq_CC_Shoulders,535,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_DR_Chest,ItemID,ItemID.HeroItem.Tariq_DR_Chest,1338,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_DR_Feet,ItemID,ItemID.HeroItem.Tariq_DR_Feet,1339,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_DR_Hands,ItemID,ItemID.HeroItem.Tariq_DR_Hands,1340,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_DR_Head,ItemID,ItemID.HeroItem.Tariq_DR_Head,1341,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_DR_Legs,ItemID,ItemID.HeroItem.Tariq_DR_Legs,1342,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_DR_Necklace,ItemID,ItemID.HeroItem.Tariq_DR_Necklace,1343,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_DR_Ring,ItemID,ItemID.HeroItem.Tariq_DR_Ring,1344,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_DR_Shoulders,ItemID,ItemID.HeroItem.Tariq_DR_Shoulders,1345,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_DR_Wrists,ItemID,ItemID.HeroItem.Tariq_DR_Wrists,1346,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_ES_Chest,ItemID,ItemID.HeroItem.Tariq_ES_Chest,536,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_ES_Finger,ItemID,ItemID.HeroItem.Tariq_ES_Finger,537,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_ES_Hands,ItemID,ItemID.HeroItem.Tariq_ES_Hands,538,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_ES_Head,ItemID,ItemID.HeroItem.Tariq_ES_Head,539,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_ES_Neck,ItemID,ItemID.HeroItem.Tariq_ES_Neck,540,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_ES_Ring,ItemID,ItemID.HeroItem.Tariq_ES_Ring,1347,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_ES_Wrists,ItemID,ItemID.HeroItem.Tariq_ES_Wrists,541,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Legendary_Back,ItemID,ItemID.HeroItem.Tariq_Legendary_Back,1589,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Legendary_Chest,ItemID,ItemID.HeroItem.Tariq_Legendary_Chest,1590,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Legendary_Feet,ItemID,ItemID.HeroItem.Tariq_Legendary_Feet,1591,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Legendary_Hands,ItemID,ItemID.HeroItem.Tariq_Legendary_Hands,1592,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Legendary_Helm,ItemID,ItemID.HeroItem.Tariq_Legendary_Helm,1593,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Legendary_Legs,ItemID,ItemID.HeroItem.Tariq_Legendary_Legs,1594,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Legendary_Necklace,ItemID,ItemID.HeroItem.Tariq_Legendary_Necklace,1595,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Legendary_Ring,ItemID,ItemID.HeroItem.Tariq_Legendary_Ring,1596,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Legendary_Shoulders,ItemID,ItemID.HeroItem.Tariq_Legendary_Shoulders,1597,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Legendary_Wrists,ItemID,ItemID.HeroItem.Tariq_Legendary_Wrists,1598,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_MF_Back,ItemID,ItemID.HeroItem.Tariq_MF_Back,542,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_MF_Chest,ItemID,ItemID.HeroItem.Tariq_MF_Chest,543,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_MF_Finger,ItemID,ItemID.HeroItem.Tariq_MF_Finger,544,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_MF_Hands,ItemID,ItemID.HeroItem.Tariq_MF_Hands,545,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_MF_Head,ItemID,ItemID.HeroItem.Tariq_MF_Head,546,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_MF_Legs,ItemID,ItemID.HeroItem.Tariq_MF_Legs,547,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_MF_Ring,ItemID,ItemID.HeroItem.Tariq_MF_Ring,1348,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SA_Feet,ItemID,ItemID.HeroItem.Tariq_SA_Feet,548,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SA_Finger,ItemID,ItemID.HeroItem.Tariq_SA_Finger,549,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SA_Head,ItemID,ItemID.HeroItem.Tariq_SA_Head,550,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SA_Neck,ItemID,ItemID.HeroItem.Tariq_SA_Neck,551,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SA_Ring,ItemID,ItemID.HeroItem.Tariq_SA_Ring,1349,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SA_Shoulders,ItemID,ItemID.HeroItem.Tariq_SA_Shoulders,552,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SA_Wrists,ItemID,ItemID.HeroItem.Tariq_SA_Wrists,553,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SF_Finger,ItemID,ItemID.HeroItem.Tariq_SF_Finger,554,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SF_Hands,ItemID,ItemID.HeroItem.Tariq_SF_Hands,555,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SF_Legs,ItemID,ItemID.HeroItem.Tariq_SF_Legs,556,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SF_Neck,ItemID,ItemID.HeroItem.Tariq_SF_Neck,557,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SF_Ring,ItemID,ItemID.HeroItem.Tariq_SF_Ring,1382,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SF_Shoulders,ItemID,ItemID.HeroItem.Tariq_SF_Shoulders,558,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SF_Wrists,ItemID,ItemID.HeroItem.Tariq_SF_Wrists,559,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_ST_Back,ItemID,ItemID.HeroItem.Tariq_ST_Back,560,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_ST_Chest,ItemID,ItemID.HeroItem.Tariq_ST_Chest,561,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_ST_Finger,ItemID,ItemID.HeroItem.Tariq_ST_Finger,562,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_ST_Hands,ItemID,ItemID.HeroItem.Tariq_ST_Hands,563,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_ST_Head,ItemID,ItemID.HeroItem.Tariq_ST_Head,564,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_ST_Neck,ItemID,ItemID.HeroItem.Tariq_ST_Neck,565,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_ST_Ring,ItemID,ItemID.HeroItem.Tariq_ST_Ring,1383,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SW_Chest,ItemID,ItemID.HeroItem.Tariq_SW_Chest,566,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SW_Feet,ItemID,ItemID.HeroItem.Tariq_SW_Feet,567,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SW_Finger,ItemID,ItemID.HeroItem.Tariq_SW_Finger,568,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SW_Neck,ItemID,ItemID.HeroItem.Tariq_SW_Neck,569,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SW_Ring,ItemID,ItemID.HeroItem.Tariq_SW_Ring,1384,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SW_Shoulders,ItemID,ItemID.HeroItem.Tariq_SW_Shoulders,570,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SW_Wrists,ItemID,ItemID.HeroItem.Tariq_SW_Wrists,571,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetA_Chest,ItemID,ItemID.HeroItem.Tariq_SetA_Chest,1350,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetA_Hands,ItemID,ItemID.HeroItem.Tariq_SetA_Hands,1351,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetA_Head,ItemID,ItemID.HeroItem.Tariq_SetA_Head,1352,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetA_Legs,ItemID,ItemID.HeroItem.Tariq_SetA_Legs,1353,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetA_Necklace,ItemID,ItemID.HeroItem.Tariq_SetA_Necklace,1354,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetA_Ring,ItemID,ItemID.HeroItem.Tariq_SetA_Ring,1355,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetA_Shoulders,ItemID,ItemID.HeroItem.Tariq_SetA_Shoulders,1356,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetA_Wrists,ItemID,ItemID.HeroItem.Tariq_SetA_Wrists,1357,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetB_Chest,ItemID,ItemID.HeroItem.Tariq_SetB_Chest,1358,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetB_Hands,ItemID,ItemID.HeroItem.Tariq_SetB_Hands,1359,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetB_Head,ItemID,ItemID.HeroItem.Tariq_SetB_Head,1360,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetB_Legs,ItemID,ItemID.HeroItem.Tariq_SetB_Legs,1361,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetB_Necklace,ItemID,ItemID.HeroItem.Tariq_SetB_Necklace,1362,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetB_Ring,ItemID,ItemID.HeroItem.Tariq_SetB_Ring,1363,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetB_Shoulders,ItemID,ItemID.HeroItem.Tariq_SetB_Shoulders,1364,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetB_Wrists,ItemID,ItemID.HeroItem.Tariq_SetB_Wrists,1365,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetC_Chest,ItemID,ItemID.HeroItem.Tariq_SetC_Chest,1366,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetC_Hands,ItemID,ItemID.HeroItem.Tariq_SetC_Hands,1367,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetC_Head,ItemID,ItemID.HeroItem.Tariq_SetC_Head,1368,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetC_Legs,ItemID,ItemID.HeroItem.Tariq_SetC_Legs,1369,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetC_Necklace,ItemID,ItemID.HeroItem.Tariq_SetC_Necklace,1370,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetC_Ring,ItemID,ItemID.HeroItem.Tariq_SetC_Ring,1371,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetC_Shoulders,ItemID,ItemID.HeroItem.Tariq_SetC_Shoulders,1372,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetC_Wrists,ItemID,ItemID.HeroItem.Tariq_SetC_Wrists,1373,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetD_Chest,ItemID,ItemID.HeroItem.Tariq_SetD_Chest,1374,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetD_Hands,ItemID,ItemID.HeroItem.Tariq_SetD_Hands,1375,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetD_Head,ItemID,ItemID.HeroItem.Tariq_SetD_Head,1376,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetD_Legs,ItemID,ItemID.HeroItem.Tariq_SetD_Legs,1377,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetD_Necklace,ItemID,ItemID.HeroItem.Tariq_SetD_Necklace,1378,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetD_Ring,ItemID,ItemID.HeroItem.Tariq_SetD_Ring,1379,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetD_Shoulders,ItemID,ItemID.HeroItem.Tariq_SetD_Shoulders,1380,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_SetD_Wrists,ItemID,ItemID.HeroItem.Tariq_SetD_Wrists,1381,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_TW_Back,ItemID,ItemID.HeroItem.Tariq_TW_Back,572,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_TW_Feet,ItemID,ItemID.HeroItem.Tariq_TW_Feet,573,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_TW_Finger,ItemID,ItemID.HeroItem.Tariq_TW_Finger,574,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_TW_Hands,ItemID,ItemID.HeroItem.Tariq_TW_Hands,575,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_TW_Legs,ItemID,ItemID.HeroItem.Tariq_TW_Legs,576,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_TW_Ring,ItemID,ItemID.HeroItem.Tariq_TW_Ring,1385,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_TW_Shoulders,ItemID,ItemID.HeroItem.Tariq_TW_Shoulders,577,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_VV_Back,ItemID,ItemID.HeroItem.Tariq_VV_Back,1386,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_VV_Chest,ItemID,ItemID.HeroItem.Tariq_VV_Chest,1387,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_VV_Feet,ItemID,ItemID.HeroItem.Tariq_VV_Feet,1388,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_VV_Hands,ItemID,ItemID.HeroItem.Tariq_VV_Hands,1389,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_VV_Head,ItemID,ItemID.HeroItem.Tariq_VV_Head,1390,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_VV_Legs,ItemID,ItemID.HeroItem.Tariq_VV_Legs,1391,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_VV_Necklace,ItemID,ItemID.HeroItem.Tariq_VV_Necklace,1392,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_VV_Ring,ItemID,ItemID.HeroItem.Tariq_VV_Ring,1393,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_VV_Shoulders,ItemID,ItemID.HeroItem.Tariq_VV_Shoulders,1394,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_WT_Back,ItemID,ItemID.HeroItem.Tariq_WT_Back,1395,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_WT_Chest,ItemID,ItemID.HeroItem.Tariq_WT_Chest,1396,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_WT_Feet,ItemID,ItemID.HeroItem.Tariq_WT_Feet,1397,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_WT_Hands,ItemID,ItemID.HeroItem.Tariq_WT_Hands,1398,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_WT_Head,ItemID,ItemID.HeroItem.Tariq_WT_Head,1399,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_WT_Legs,ItemID,ItemID.HeroItem.Tariq_WT_Legs,1400,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_WT_Necklace,ItemID,ItemID.HeroItem.Tariq_WT_Necklace,1401,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_WT_Ring,ItemID,ItemID.HeroItem.Tariq_WT_Ring,1402,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_WT_Shoulders,ItemID,ItemID.HeroItem.Tariq_WT_Shoulders,1403,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Weapon_1,ItemID,ItemID.HeroItem.Tariq_Weapon_1,578,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Weapon_1.1,ItemID,ItemID.HeroItem.Tariq_Weapon_1.1,1954,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Weapon_1.2,ItemID,ItemID.HeroItem.Tariq_Weapon_1.2,1955,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Weapon_1.3,ItemID,ItemID.HeroItem.Tariq_Weapon_1.3,1956,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Weapon_1.4,ItemID,ItemID.HeroItem.Tariq_Weapon_1.4,1957,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Weapon_1.5,ItemID,ItemID.HeroItem.Tariq_Weapon_1.5,1958,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Weapon_2,ItemID,ItemID.HeroItem.Tariq_Weapon_2,579,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Weapon_2.1,ItemID,ItemID.HeroItem.Tariq_Weapon_2.1,1959,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Weapon_2.2,ItemID,ItemID.HeroItem.Tariq_Weapon_2.2,1960,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Weapon_2.3,ItemID,ItemID.HeroItem.Tariq_Weapon_2.3,1961,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Weapon_2.4,ItemID,ItemID.HeroItem.Tariq_Weapon_2.4,1962,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Weapon_2.5,ItemID,ItemID.HeroItem.Tariq_Weapon_2.5,1963,datamine,,,legacy_unbound
ItemID/ItemID.HeroItem.Tariq_Weapon_3,ItemID,ItemID.HeroItem.Tariq_Weapon_3,580,datamine,,,legacy_unbound
