id,guid,hero,name,gameplay_ability_asset,enabled_in_game,category,damage_school,attack_range,offensive,description,dynamic_description,cost_effect,global_cooldown_effect,icon_id,icon_kind,icon_width,icon_height,provenance_origin,provenance_dev_name,provenance_source
GA_Mosse_ProjectileTurrets,d6acee7b-ecd5-56c8-b9ad-2dbe3a240fb9,Mosse,Prickly Vine,GA_Mosse_ProjectileTurrets_C,true,Core,Magic.Nature,Ranged,true,,"Summon a <rt.absorb>Prickly Vine</> for 27 seconds to continuously fling thorns at target enemy, dealing <rt.warning>{PricklyVineDmg}</> magic damage <rt.bold>every</> <rt.warning>{PricklyVinePeriod}</> <rt.bold>seconds</>.

For each <rt.absorb>Prickly Vine</> you have active, all <rt.meikoability1>Flutterfly Healing</> is <rt.heal>increased by 3%</>.

<rt.absorb>Prickly Vines</> deal increased damage equal to your Haste.

Each <rt.absorb>Prickly Vine</> spawns <rt.effect>1 Boomshroom</> when it withers.",GE_Mosse_ProjectileTurrets_ManaCost,GE_GlobalCooldown,T_Mosse_Vine,AbilityIcon,256,256,datamine,,
GA_Mosse_SharedHealthBuff_C,f7910169-e0ce-558c-bded-84ac3349456a,Mosse,Fluttercall: Jubilee,GA_Mosse_SharedHealthBuff_C,true,Spirit,Magic.Nature,,,"Call upon <rt.bold>Dream Flutterflies</> to protect up to 4 players by evenly distributing all health between them every 1.5 seconds over 12 sec.

Upon arriving, the <rt.bold>Dream Flutterflies</> cause <rt.absorb>6 Prickly Vines</> to spontaneously  spawn near you.

<rt.absorb>SPIRIT ABILITY</>
<rt.greyitalic>When you activate your Spirit ability you gain </><rt.absorb> Spirit of Heroism</><rt.greyitalic>, granting +30% Haste and +600% Mana Recovery for 20 sec.</>",,GE_Mosse_SharedHealthBuff_Cost,GE_GlobalCooldown,T_Mosse_Ultimate,AbilityIcon,256,256,datamine,,
GA_Mosse_SingleTargetCastedDamageReduction,8b009e93-f902-5476-9c6a-26939636b60e,Mosse,Ironleaf Ward,GA_Mosse_SingleTargetCastedDamageReduction_C,true,Major,Magic.Nature,,,"Target ally takes <rt.absorb>20% reduced damage</> for 12 seconds.

<rt.meikoability2>Can be used during Global Cooldown</>",,GE_Mosse_SingleTargetCastedDamageReductionBuff_CastingCost,,T_Mosse_DR,AbilityIcon,256,256,datamine,,
GA_Mosse_SingleTargetDispel_C,08d45e9a-eb15-5009-998e-92f57b4ef405,Mosse,Cure Ailment,GA_Mosse_SingleTargetDispel_C,true,Utility,Magic.Nature,,,Remove all <rt.debuff>Harmful</> <rt.bold>Magic Effects</> from target ally.,,GE_Mosse_SingleTargetDispel_ManaCost,GE_GlobalCooldown,T_Mosse_Dispel,AbilityIcon,512,512,datamine,,
GA_Mosse_TurretChannelHeal,759c8084-2191-55e7-b5ac-9a89a25a1e6e,Mosse,Enfeebling Rootsap,GA_Mosse_TurretChannelHeal_C,true,Control,Magic.Nature,Ranged,,"Command one of your <rt.absorb>Prickly Vines</> to <rt.effect>Enfeeble</> target enemy, reducing all damage that enemy deals by 20% for 10 seconds.

<rt.meikoability2>Can be used during Global Cooldown.</>

The <rt.absorb>Prickly Vine</> withers upon completing it's cast of <rt.absorb>Enfeebling Rootsap</>.",,GE_Mosse_TurretChannelHeal_ManaCost,,T_Nhance_RPG_Nature_04,AbilityIcon,256,256,datamine,,
GA_Rime_AutoProjectileOnResourceGainBuff,d8219b69-5949-56d3-816c-9ac7d1d3adcd,Rime,Ice Blitz,GA_Rime_AutoProjectileOnResourceGainBuff_C,true,Major,Magic.Frost,,,"You enter a state of focused casting for 20 seconds, causing you to deal <rt.warning>20% more damage</> for the duration.

The duration of <rt.absorb>Ice Blitz</> is extended by 0.1 seconds each time a <rt.absorb>Frost Swallow</> hits an enemy.

<rt.meikoability2>Can be used during Global Cooldown and while casting</>",,,,T_Nhance_RPG_Icons_IcySpikes,AbilityIcon,256,256,datamine,,
GA_Rime_CastedDebuffAoeDamage,1deece0a-d08d-5078-8bcd-7ddcd037e598,Rime,Bursting Ice,GA_Rime_CastedDebuffAoeDamage_C,true,Core,Magic.Frost,Ranged,true,,"Conjures an icy crystal inside a target that pulses frost damage, dealing <rt.warning>{BurstIceTickDmg}</> <rt.bold>every</> <rt.warning>{BurstIcePeriod}</> <rt.bold>seconds for 3 seconds</> to the target and nearby enemies.

<rt.effect>Winter's Embrace</>
While <rt.absorb>Bursting Ice</> is active on an enemy you gain <rt.effect>Winter's Embrace</>, causing you to deal <rt.warning>20% more damage</>. <rt.effect>Winter's Embrace</> does not affect <rt.absorb>Bursting Ice</>.

<rt.mana>Each pulse of</> <rt.absorb>Bursting Ice</> <rt.mana>Generates 1 Anima</>

<rt.mana>ANIMA</>
Your <rt.mana>Anima</> is shown as a bar beneath your character. For every 9 Anima you generate, you gain <rt.mana>1 Winter Orb</>, used to cast your powerful spender abilities.",,GE_GlobalCooldown,T_Rime_CastedDebuffAOEdamage,AbilityIcon,256,256,datamine,,
GA_Rime_CastedProjectileDamageFiller,f3689a9e-7bd0-5873-930e-0dbac32f79af,Rime,Frost Bolt,GA_Rime_CastedProjectileDamageFiller_C,true,Basic,Magic.Frost,Ranged,true,,"Hurl a bolt of frost magic at target enemy, dealing <rt.warning>{FrostBolt}</> damage.

<rt.mana>Generates 3 Anima</> 

<rt.mana>ANIMA</>
Your <rt.mana>Anima</> is shown as a bar beneath your character. For every 9 Anima you generate, you gain <rt.mana>1 Winter Orb</>, used to cast your powerful spender abilities.",,GE_GlobalCooldown,T_Rime_SingleTargetBolt,AbilityIcon,256,256,datamine,,
GA_Rime_CastedProjectileDamageOrbSpender,8722ae7b-afe6-5e53-8114-a4210e34df2c,Rime,Glacial Blast,GA_Rime_CastedProjectileDamageOrbSpender_C,true,Power,Magic.Frost,Ranged,true,,"Hurl a mass of ice at target enemy, dealing <rt.warning>{GlacialBlast}</> damage.",GE_Rime_CastedProjectileDamageOrbSpender_Cost,GE_GlobalCooldown,T_Rime_AnimaBolt,AbilityIcon,256,256,datamine,,
GA_Rime_ChanneledBeamSingleDamage,0ee03d65-d3db-55f7-94a5-5542853a268f,Rime,Freezing Torrent,GA_Rime_ChanneledBeamSingleDamage_C,true,Core,Magic.Frost,Ranged,true,,"Flay your target with a beam of frost energy, dealing <rt.warning>{FreezeTorrTickDmg}</> damage <rt.bold>every</> <rt.warning>{FreezeTorrPeriod}</> <rt.bold>seconds for 2 seconds</> while channeling. 

<rt.mana>Generates 1 Anima per tick</>

<rt.mana>ANIMA</>
Your <rt.mana>Anima</> is shown as a bar beneath your character. For every 9 Anima you generate, you gain <rt.mana>1 Winter Orb</>, used to cast your powerful spender abilities.",,GE_GlobalCooldown,T_Rime_ChanneledBeam,AbilityIcon,256,256,datamine,,
GA_Rime_DamageAsAoeHealingBuff,bdf509ef-cc22-5341-bf5a-24b887e931b4,Rime,Winter's Blessing,GA_Rime_DamageAsAoeHealingBuff_C,true,Major,Magic.Frost,,,"Your <rt.absorb>Spirit is increased by 20%</> for 20 seconds and <rt.heal>30% of all damage you deal is replicated as healing</> divided equally between all allies.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_Rime_HealingBuff,AbilityIcon,256,256,datamine,,
GA_Rime_DashForward_C,3f12f76a-5dc3-5408-81b4-01d637caceed,Rime,Ice Dash,GA_Rime_DashForward_C,true,Movement,,,,"Quickly travel forward a short distance.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_Rime_Dash,AbilityIcon,256,256,datamine,,
GA_Rime_FullResourcesSelfBuff,ae4fa059-6fbf-5fe6-ae4f-a38086499646,Rime,Wrath of Winter,GA_Rime_FullResourcesSelfBuff_C,true,Spirit,,,,"Invoke the spirits of the frozen tundra for 20 seconds, granting you <rt.mana>1 Winter Orb</> every 4 seconds. You deal <rt.warning>+20% increased damage</> and your <rt.absorb>Glacial Blast</> ability is instant cast while <rt.absorb>Wrath of Winter</> is active.

<rt.mana>WINTER ORBS</>
<rt.mana>Winter Orbs</> are required to cast your powerful spender abilities; <rt.absorb>Glacial Blast</> and <rt.absorb>Ice Comet</>.

<rt.effect>SPIRIT ABILITY</>
<rt.greyitalic>When you activate your Spirit ability you gain </><rt.absorb> Spirit of Heroism</><rt.greyitalic>, granting +30% Haste for 20 sec.</>",,GE_Rime_FullResourcesSelfBuff_SpiritCost,,T_Rime_SpiritAbility,AbilityIcon,256,256,datamine,,
GA_Rime_Helper_AutoDamageProjectile,03d0fa5a-81d8-5182-aa90-ab7da9d9bc22,Rime,Frost Swallows,GA_Rime_Helper_AutoDamageProjectile_C,true,,,,,,Rime commands Frost Swallows to attack her target.,,,T_Rime_BirdCD,AbilityIcon,256,256,datamine,,
GA_Rime_InstantConeKnockback_C,6523904d-23cf-51e4-9b79-8126ca9ec2ae,Rime,Frigid Winds,GA_Rime_InstantConeKnockback_C,true,Control,Magic.Water,,true,"Blast enemies in front of you with arctic winds, <rt.absorb>Knocking Back</> enemies and <rt.absorb>Slowing</> them by 50% for 12 sec.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_Rime_Knockback,AbilityIcon,256,256,datamine,,
GA_Rime_InstantSingleDamage,2f3c4f83-58df-5a07-ad6d-25e0709b59fc,Rime,Cold Snap,GA_Rime_InstantSingleDamage_C,true,Basic,Magic.Frost,Ranged,true,,"Assault the target with extreme cold, dealing <rt.warning>{ColdSnap}</> damage. 

<rt.absorb>Cold Snap</> gains <rt.meikoability2>Cooldown Acceleration</> equal to your Haste.

<rt.mana>Generates 1 Winter Orb</>

<rt.mana>WINTER ORBS</>
<rt.mana>Winter Orbs</> are required to cast your powerful spender abilities; <rt.absorb>Glacial Blast</>, <rt.absorb>Ice Comet</>, and <rt.absorb>Flight of the Navir</>.",,GE_GlobalCooldown,T_Rime_InstantHit,AbilityIcon,256,256,datamine,,
GA_Rime_InstantSingleInterrupt_C,2c75d8b6-0320-5179-8cfa-971fa5cbbca1,Rime,Brain Freeze,GA_Rime_InstantSingleInterrupt_C,true,Utility,Magic.Frost,Ranged,,"<rt.absorb>Interrupt</> the target's spellcasting and prevent it from casting for 4 sec. 
Must interrupt a spell, or it will have no effect.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_RimeIcon_Interrupt,AbilityIcon,256,256,datamine,,
GA_Rime_OnTargetPulsatingAoe_C,0716e738-aced-54bb-85b6-089064c28118,Rime,Ice Comet,GA_Rime_OnTargetPulsatingAoe_C,true,Power,Magic.Frost,Ranged,true,,"Unleash a large <rt.absorb>Ice Comet</> from above target enemy to crash down on them, dealing <rt.warning>{IceComet}</> damage to all enemies caught in the impact radius.",GE_Rime_OnTargetPulsatingAoe_Cost,GE_GlobalCooldown,T_Rime_OnTargetPulsatingAOE,AbilityIcon,256,256,datamine,,
GA_Rime_SelfDefenceBuff_C,a5315ea5-af7e-5dd9-9ec5-789256172a59,Rime,Frost Ward,GA_Rime_SelfDefenceBuff_C,true,Defensive,Magic.Water,,,"You take <rt.absorb>40% reduced damage</> for 4 seconds.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_Rime_SelfDefenceBuff,AbilityIcon,256,258,datamine,,
GA_Rime_Talent_SpendersSwap_MultiTargets,3a1cd18e-7029-5d34-8aee-d247a77f5eb7,Rime,Rising Talons,GA_Rime_Talent_SpendersSwap_MultiTargets_C,true,Power,Magic.Frost,Ranged,true,,"Unleash mutliple <rt.absorb>Ice Talon</>s, per used Winter Orb, on the target enemy and all nearby targets, dealing <rt.warning>{Talons}</> damage per target.

Costs all Winter Orbs.",GE_Rime_Talent_SpendersSwap_Cost,GE_GlobalCooldown,T_Rime_AOE_Spender,AbilityIcon,512,512,datamine,,
GA_Rime_Talent_SpendersSwap_SingleTarget,c12514d9-e2b3-528e-8655-fced4dbef163,Rime,Talon Strike,GA_Rime_Talent_SpendersSwap_SingleTarget_C,true,Power,Magic.Frost,Ranged,true,,"Unleash one huge <rt.absorb>Ice Talon</>, per used Winter Orb used, on the target enemy, dealing <rt.warning>{Talons}</> damage.

Costs all Winter Orbs.",GE_Rime_Talent_SpendersSwap_Cost,GE_GlobalCooldown,T_Rime_Singletarget_spender_,AbilityIcon,256,256,datamine,,
GA_Rime_TargetedPeriodicProjectileAoe,8c9ca8f0-7394-5d1d-a269-12e3e8388d97,Rime,Flight of the Navir,GA_Rime_TargetedPeriodicProjectileAoe_C,true,Major,Magic.Frost,,true,,"Summon <rt.effect>5 Frost Swallows</> to circle above Rime for 20 seconds. Your <rt.absorb>Cold Snap</> and <rt.absorb>Freezing Torrent</> command the frost swallows to swoop down on enemies, each dealing <rt.warning>{FrostSwallDmg}</> damage to their target.

<rt.bold>For every 1% Spirit you have</>, your <rt.absorb>Frost Swallows</> deal <rt.warning>1.5% more damage</>.

<rt.greyitalic>""She needed only whisper, and the Navir appeared.""</>",GE_Rime_TargetedPeriodicProjectileAoe_Cost,GE_GlobalCooldown,T_Rime_BirdCD,AbilityIcon,256,256,datamine,,
GA_Sune_AoeMelee,915f5872-d18e-542a-a947-283a319e0969,Sune,Omnistrike,GA_Sune_AoeMelee_C,true,Core,Physical,,true,,"Swing your sword in a large arc around you, dealing <rt.warning>{OmnistrikeDmg}</> physical damage to all enemies around you.

<rt.mana>Generates 4 Spirit Points</>.

<rt.effect>SWIFT REPRIEVAL</>
<rt.absorb>Omnistrike</> has a 30% chance to grant you 1 stack of <rt.effect>Swift Reprieval</>, causing <rt.absorb>Brilliant Flare</> to turn into <rt.absorb>Brilliant Flash</>.",,GE_GlobalCooldown,T_Sune_Omnistrike,AbilityIcon,512,512,datamine,,
GA_Sune_AtTargetInstantAoe,5d6e87b6-78ae-55af-ac8a-1f5c36b069d9,Sune,Solar Blades,GA_Sune_AtTargetInstantAoe_C,true,Core,Physical,Ranged,true,,"Conjure blades of pure sunlight to fall from above upon your target, dealing <rt.warning>{SolarBladesDmg}</> magical damage to it and other enemies within a 700 radius.

The main target takes <rt.warning>100% more damage</> from <rt.absorb>Solar Blades</>.

<rt.meikoability2>Can be used during Global Cooldown</>

<rt.effect>SWIFT REPRIEVAL</>
<rt.absorb>Solar Blades</> has a 100% chance to grant you 1 stack of <rt.effect>Swift Reprieval</>, causing <rt.absorb>Brilliant Flare</> to turn into <rt.absorb>Brilliant Flash</>.",GE_Sune_AtTargetInstantAoe_ManaCost,,T_Sune_SolarBlades,AbilityIcon,512,512,datamine,,
GA_Sune_BuffedTargetedCastedHealOrDamage,a4632c9f-456d-5146-9d37-db14e444291c,Sune,Omega Reprieval,GA_Sune_BuffedTargetedCastedHealOrDamage_C,true,Major,Magic.Holy,,,"Instantly gain 2 stacks of <rt.effect>Omega Reprieval</>, causing your <rt.absorb>Brilliant Flare</> to turn into <rt.absorb>Brilliant Flash</> with <rt.bold>added enhancements</> when used to consume the 2 stacks.

<rt.meikoability2>Can be used during Global Cooldown</>

<rt.effect>Brilliant Flash: Enhanced</>
Your <rt.absorb>Brilliant Flash</> has <rt.warning>50% increased power</> on your <rt.bold>Main Target</> and <rt.mana>generates 12% maximum Mana</> for you.

When cast on a friendly target, <rt.absorb>Brilliant Flash</> is also casted on <rt.bold>all party members</> within a large range of that ally.

When cast on an enemy, <rt.absorb>Brilliant Flash</> is also casted on <rt.bold>all enemies</> within a large range of that enemy.

<rt.absorb>Brilliant Flash</> consumes 1 stack of <rt.effect>Omega Reprieval</>.",,,,T_Sune_OmegaReprieval,AbilityIcon,256,256,datamine,,
GA_Sune_CastedSingleTargetHeal,fa2ca36f-2892-58c5-8b83-7817365853ba,Sune,Brilliant Flare,GA_Sune_CastedSingleTargetHeal_C,true,Core,Magic.Holy,,,,"Heal target ally for {BrillFlareHeal} health.

<rt.effect>BRILLIANT FLASH</>
When you have a charge of <rt.effect>Swift Reprieval</> or <rt.effect>Omega Reprieval</> your <rt.absorb>Brilliant Flare</> turns into <rt.absorb>Brilliant Flash</>.",GE_Sune_CastedSingleTargetHeal_ManaCost,GE_GlobalCooldown,T_Sune_BrilliantFlare,AbilityIcon,512,512,datamine,,
GA_Sune_DamageTransferAura,364e3325-dbec-540b-ae4d-d111a5744795,Sune,Aura of Solace,GA_Sune_DamageTransferAura_C,true,Utility,Physical,,true,,"Burns all enemies within a large radius for <rt.warning>{SolaceDmg}</> magical damage every <rt.bold>1.5 seconds</> while active and increases your <rt.bold>Parry chance by +8%</>

<rt.absorb>Aura of Solace</> transfers <rt.heal>10% of all damage taken by nearby allies to you</>.

<rt.meikoability2>Can be used during Global Cooldown</>

<rt.mana>Costs 10 Mana every 1.5 seconds while active.</>",GE_Sune_DamageTransferAura_ManaCost,,T_Sune_AuraOfSolace,AbilityIcon,256,256,datamine,,
GA_Sune_DroppedPulseAoe,a13db195-8af8-5264-9b2b-d5f330ddeb55,Sune,Shining Halo,GA_Sune_DroppedPulseAoe_C,true,Power,Physical,,true,,"Sunlight envelopes the ground at your feet, burning enemies within its area for <rt.warning>{ShiningHaloDmg}</> magical damage every <rt.bold>1.5 seconds</> over <rt.bold>12 seconds</>.

You take <rt.heal>20% reduced damage</> while standing in your <rt.absorb>Shining Halo</>.

<rt.meikoability2>Can be used during Global Cooldown</>

<rt.effect>BRILLIANCE</>
While <rt.absorb>Shining Halo</> is active, each <rt.absorb>Brilliant Flash</> you cast extends the duration of it by <rt.bold>2 seconds</>.",GE_Sune_DroppedPulseAoe_ManaCost,,T_Sune_ShiningHalo,AbilityIcon,512,512,datamine,,
GA_Sune_InstantCleaveMelee,43ae2d0c-59c4-54f9-bbc0-d14d9f9ecb11,Sune,Blinding Slash,GA_Sune_InstantCleaveMelee_C,true,Basic,Physical,,true,,"Your sword is infused with the light of sun power as you slash at target enemy, dealing <rt.warning>{BlindSlashDmg}</> physical damage to them and other enemies near it.

<rt.effect>BLIND</>
You apply 1 stack of <rt.effect>Blind</> to enemies hit by <rt.absorb>Blinding Slash</> for up to 8 seconds, causing their Auto Attacks to have an additional <rt.bold>+20% chance to be Parried by you</>. Each time you Parry an enemy, 1 stack of <rt.effect>Blind</> is consumed on that enemy.

<rt.effect>SWIFT REPRIEVAL</>
<rt.absorb>Blinding Slash</> has a 15% chance to grant you 1 stack of <rt.effect>Swift Reprieval</>, causing <rt.absorb>Brilliant Flare</> to turn into <rt.absorb>Brilliant Flash</>.",,GE_GlobalCooldown,T_Sune_Blindingslash,AbilityIcon,512,512,datamine,,
GA_Sune_InstantConeStunAndPull,53c5adee-1627-57fe-b2ef-885515d201ad,Sune,Ruptured Dawn,GA_Sune_InstantConeStunAndPull_C,true,Control,Physical,,true,,"Rupture the ground in front of you,  dealing <rt.warning>{RisingSunDmg}</> magical damage to all enemies in a cone in front of you, <rt.effect>Stunning</> them for 2 seconds and <rt.effect>Pulling</> them to you.

<rt.meikoability2>Can be used during Global Cooldown</>",,,T_Sune_RisingSun,AbilityIcon,256,256,datamine,,
GA_Sune_InstantSingleTargetHealOrDamage,169e476b-95ec-5df4-bc94-f2461a86a8be,Sune,Brilliant Flash,GA_Sune_InstantSingleTargetHealOrDamage_C,true,Power,Magic.Holy,,true,,"Instantly heal target ally for {BrillFlashHeal} health or deal <rt.warning>{BrillFlashDmg}</> damage to target enemy.

When you target an enemy with <rt.absorb>Brilliant Flash</>, you also heal yourself for {BrillFlashHeal} health.

In all situations, <rt.absorb>Brilliant Flash</> heals you for 20% more than others.

<rt.effect>BRILLIANT SPIRIT</>
<rt.absorb>Brilliant Flash</> has a chance equal to your <rt.bold>Spirit %</> to trigger a <rt.mana>Spirit Refund</>. When it does, you gain <rt.mana>50 Mana</> instantly, in addition to all other effects that are normally activated upon triggering a <rt.mana>Spirit Refund</>.",GE_Sune_InstantSingleTargetHealOrDamage_ResourceCost,GE_GlobalCooldown,T_Sune_BrilliantFlash,AbilityIcon,512,512,datamine,,
GA_Sune_MeleeAutoAttack,0b7f4a37-09d4-5acb-9845-0b742b4edebc,Sune,Attack,GA_Sune_MeleeAutoAttack_C,true,,,,,,,,,Tex_swords_01_bg,AbilityIcon,256,256,datamine,,
GA_Sune_SelfImmunityAndAoeHeal,3834e04f-5452-53d7-9b19-c1f52609e449,Sune,Decree of the Sun,GA_Sune_SelfImmunityAndAoeHeal_C,true,Spirit,Physical,,true,,"Envelope yourself in solar power, making you <rt.effect>Immune to all damage for 3 seconds</>, ending with an explosion of light that deals <rt.warning>{DecreeSunAoeDmg}</> magical damage to nearby enemies.

Once the immunity fades, you take <rt.heal>50% reduced damage</> for another 5 seconds.

During <rt.absorb>Decree of the Sun</> you radiate solar magic in the area, healing nearby players for {DecreeSunHeal} every second.

<rt.meikoability2>Can be used during Global Cooldown</>

<rt.absorb>SPIRIT ABILITY</>
<rt.greyitalic>When you activate your Spirit ability you gain </><rt.absorb> Spirit of Heroism</><rt.greyitalic>, granting +30% Haste and +600% Mana Recovery for 20 sec.</>",GE_Sune_SelfImmunityAndAoeHeal_SpiritPointCost,,T_Sune_Decree,AbilityIcon,512,512,datamine,,
GA_Sune_SingleTargetAbsorb,29097eea-1bd4-5319-9442-4f313887815a,Sune,Solar Shield,GA_Sune_SingleTargetAbsorb_C,true,Defensive,Physical,,,,"Instantly shield the target, absorbing up to <rt.heal>{SolarShldAbsrb} damage</>. The shield lasts for up to 8 seconds.

All damage dealt to <rt.absorb>Solar Shield</> is reduced by <rt.heal>50%</>.

<rt.meikoability2>Can be used during Global Cooldown</>",GE_Sune_SingleTargetAbsorb_ManaCost,,T_Sune_Solarshield,AbilityIcon,512,512,datamine,,
GA_Sune_SingleTargetDamageTransfer,42f773de-07d9-5444-bc7a-efd69e2f6e19,Sune,(OLD) Gift of Solace,GA_Sune_SingleTargetDamageTransfer_C,true,,Physical,,,"For the next 8 seconds, 50% of all damage taken by target ally is transferred to you",,,,T_Nhance_RPG_Icons_CorruptionMind,AbilityIcon,256,256,datamine,,
GA_Sune_SingleTargetFillerMelee,adcbca44-c82e-508d-ab66-a3eeb6f9c1b9,Sune,Sun Strike,GA_Sune_SingleTargetFillerMelee_C,true,Basic,Physical,,true,,"Strike your target, dealing <rt.warning>{SunstrikeDmg}</> physical damage to it as well as striking enemies near your target with <rt.warning>15% of the power</>.

<rt.absorb>Sun Strike</> applies <rt.effect>Sunstruck</> to your main target for 30 seconds, stacking up to 10 times.

<rt.effect>SUNSTRUCK</>
your next <rt.absorb>Omnistrike</> consumes all stacks of <rt.effect>Sunstruck</> on all targets hit, replenishing <rt.mana>100 Mana</> plus an additional <rt.mana>50 Mana for each stack beyond the first that is consumed</>.

<rt.effect>SWIFT REPRIEVAL</>
<rt.absorb>Sun Strike</> has a 15% chance to grant you 1 stack of <rt.effect>Swift Reprieval</>, causing <rt.absorb>Brilliant Flare</> to turn into <rt.absorb>Brilliant Flash</>.",,GE_GlobalCooldown,T_Sune_Sunstrike,AbilityIcon,512,512,datamine,,
GA_Sune_SingleTargetInterrupt,1f03e483-5d96-5b8b-b914-a7f258f3c436,Sune,Interrupt,GA_Sune_SingleTargetInterrupt_C,true,Utility,Physical,,,"<rt.absorb>Interrupt</> the target's spellcasting and prevent it from casting for 4 sec. 

Must interrupt a spell, or it will have no effect.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_Sune_Interrupt,AbilityIcon,512,512,datamine,,
GA_Sune_SingleTargetTaunt,fda5635c-0966-5179-9b14-6fc394c7affd,Sune,Taunt,GA_Sune_SingleTargetTaunt_C,true,Utility,Physical,,true,"<rt.absorb>Taunt</> the target, forcing it to attack you for 6 sec.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_Sune_Taunt,AbilityIcon,512,512,datamine,,
GA_Sune_TargetedCastedHealOrDamage,21d12905-5a5a-5def-8c05-a7e0b7dd8dec,Sune,(OLD) Brilliant Flash,GA_Sune_TargetedCastedHealOrDamage_C,true,Core,Physical,,true,Heal yourself or targeted ally for 1634% Strength - OR deal 623% Strength damage to target enemy.,,GE_Sune_TargetedCastedHealOrDamage_ManaCost,GE_GlobalCooldown,T_Weapon_LightRepository,AbilityIcon,256,256,datamine,,
GA_Sune_TargetedLeapAoe,02066716-10b3-50f2-968e-48eb6b310f90,Sune,Sky Crash,GA_Sune_TargetedLeapAoe_C,true,Movement,,,,,"Instantly ascend to the skies in a beam of light and crash down at the targeted location, dealing <rt.warning>{SkycrashDamage}</> magical damage to enemies in the area.

<rt.meikoability2>Can be used during Global Cooldown</>",,,T_Sune_Skycrash,AbilityIcon,512,512,datamine,,
GA_Vigor_CastedSingleTargetDamage_C,80d21acf-17e5-5251-af6c-c73f40927fa0,Vigor,Dawnflare,GA_Vigor_CastedSingleTargetDamage_C,true,Basic,Magic.Holy,,true,,"Deals <rt.warning>{DawnflareDmg}</> magic damage to target enemy.

Each cast of <rt.absorb>Dawnflare</> generates <rt.mana>20% of a Radiant Rune</>.

<rt.greyitalic>Vigour can call upon the light to unleash a flare of divine light from above. This flash of radiant energy strikes the enemy with a sharp but controlled force.</>",GE_Vigor_CastedSingleTargetDamage_ResourceCost,GE_Vigor_Talent_CastedSingleTargetDamage_GlobalCooldown,T_Vigor_Bolt,AbilityIcon,256,256,datamine,,
GA_Vigor_CastedSingleTargetHeal_C,ee1807da-f01a-5f15-bf59-3cef5190bd1a,Vigor,Greater Heal,GA_Vigor_CastedSingleTargetHeal_C,true,Core,Magic.Holy,,,,"Heal target ally for {GreaterHeal}.

<rt.greyitalic>Vigour opens his sacred tome, drawing forth radiant power inscribed within its pages. With a solemn gesture, he calls forth a burst of healing energy to mend even the deepest wounds.</>",GE_Vigor_CastedSingleTargetHeal_ResourceCost,GE_GlobalCooldown,T_Vigor_Heal,AbilityIcon,256,256,datamine,,
GA_Vigor_ChargedMovementSpeedSelfBuff_C,026e50e0-01dd-5350-9df5-9b358649164e,Vigor,Levitate,GA_Vigor_ChargedMovementSpeedSelfBuff_C,true,Defensive,Magic.Holy,,,"Your movement speed is increased by 70% for 5 seconds and you take <rt.bold>40% reduced Area of Effect damage</> for the duration.

<rt.meikoability2>Can be used during Global Cooldown and while Casting or Channeling</>",,GE_Vigor_ChargedMovementSpeedSelfBuff_Cost,,T_Vigor_Levitate,AbilityIcon,512,512,datamine,,
GA_Vigor_DamageReductionAndImmunityBuff_C,d7a5eae9-1039-5e3e-97a2-6c6940eeb038,Vigor,Lightshaper's Ward,GA_Vigor_DamageReductionAndImmunityBuff_C,true,Major,Magic.Holy,,,"Target ally takes <rt.absorb>20% reduced damage</> for 12 seconds.

<rt.meikoability2>Can be used during Global Cooldown</>",,GE_Vigor_DamageReductionAndImmunityBuff_CastingCost,,T_Vigor_Ward,AbilityIcon,512,512,datamine,,
GA_Vigor_InstantAoeHeal_C,eadbb994-bac1-5822-a745-9da97382459e,Vigor,Circle of Light,GA_Vigor_InstantAoeHeal_C,true,Core,Magic.Holy,,,,"Place a <rt.bold>Circle of Light</> on the ground, instantly healing all allies within its radius for {CircLightHeal}.

<rt.greyitalic>Vigour calls upon the power of light to create a circle of divine healing on the ground. Allies within its boundaries are restored in a sudden flash, as the light pours into them, mending their wounds.</>",GE_Vigor_InstantAoeHeal_Cost,GE_GlobalCooldown,T_Vigor_AoEHeal,AbilityIcon,256,256,datamine,,
GA_Vigor_InstantFrontalConeDamageHeal_C,8917a850-e104-5686-ba30-0423b1713950,Vigor,Radiant Blast,GA_Vigor_InstantFrontalConeDamageHeal_C,true,Core,Magic.Holy,,true,,"Within a cone in front of you, allies are healed for {RadiantBlastHeal} and enemies take <rt.warning>{RadiantBlastDmg}</> magic damage.

When <rt.absorb>Radiant Blast</> deals damage to any number of enemies, it generates <rt.mana>30% of a Radiant Rune</>.

<rt.greyitalic>Vigour expels an explosive flash of divine light from his outstretched hand, healing allies in its path, while searing enemies with its blinding brilliance.</>",GE_Vigor_InstantFrontalConeDamageHeal_Cost,GE_GlobalCooldown,T_Vigor_Cone,AbilityIcon,256,256,datamine,,
