id,hero,numeric_id,name,description,tier_row,unlock_level,point_cost,icon_id,icon_kind,icon_width,icon_height,provenance_origin,provenance_dev_name,provenance_source
Talent.ID.Talent15,Sune,15,Golden Hour,"Your <rt.absorb>Brilliant Flash</> deals <rt.warning>50% more damage</>.

Each time you use an <rt.bold>Offensive Ability</>, you have a 6% chance to instantly reset the cooldown of <rt.absorb>Omnistrike</> and cause your next <rt.absorb>Omnistrike</> within 12 seconds to grant you 1 stack of <rt.effect>Omega Reprieval</>.",5,0,3,T_Sune_Omnistrike,TalentIcon,512,512,datamine,,
Talent.ID.Talent16,Sune,16,Zenith Technique,"While your <rt.absorb>Shining Halo</> is active, your <rt.absorb>Skycrash</> replaces it at the destination and <rt.bold>extends its duration by 6 seconds</>.",6,0,1,T_Nhance_RPG_Tech_27,TalentIcon,256,256,datamine,,
Talent.ID.Talent17,Sune,17,Shifting Spectrum,"While at 40% health or below, you take <rt.bold>20% reduced damage</>.",6,0,1,T_ArcaneLightning_,TalentIcon,256,255,datamine,,
Talent.ID.Talent18,Sune,18,Celestial Favor,Your <rt.absorb>Omega Reprieval</> cooldown is reduced by 3 seconds each time you cast <rt.absorb>Brilliant Flash</>.,3,0,2,T_Sune_OmegaReprieval,TalentIcon,256,256,datamine,,
Talent.ID.Talent2,Sune,2,Healing Halo,Your <rt.absorb>Shining Halo</> heals one ally standing in its radius for <rt.heal>30% of the total damage it dealt each tick</>. The healing prefers the ally with lowest health that is standing in your <rt.absorb>Shining Halo</>.,6,0,1,T_Nhance_RPG_Icons_SpiritLiquid,TalentIcon,256,256,datamine,,
Talent.ID.Talent3,Sune,3,Rising Sun,Your <rt.absorb>Omnistrike</> has a 50% chance to reset the cooldown of your <rt.absorb>Solar Blades</> ability.,2,0,1,Tex_SpellBook06_56,TalentIcon,256,256,datamine,,
Talent.ID.Talent4,Sune,4,Tempered Descent,Your <rt.absorb>Sky Crash</> increases your <rt.bold>movement speed by 20%</> and your <rt.bold>Armor by 40%</> for 18 seconds.,2,0,1,T_Sune_Skycrash,TalentIcon,512,512,datamine,,
Talent.ID.Talent5,Sune,5,Grand Halo,Your <rt.absorb>Shining Halo</> deals <rt.warning>25% increased damage</> and its duration is increased by <rt.bold>6 seconds</>.,1,0,2,T_SolarEclipse,TalentIcon,256,256,datamine,,
Talent.ID.Talent6,Sune,6,Solar Burn,"The main target of <rt.absorb>Solar Blades</> is afflicted by <rt.effect>Sunburn</>, dealing <rt.warning>100% of</> <rt.absorb>Solar Blades'</> <rt.warning>damage over 9 seconds</>.

<rt.effect>Sunburn</> causes the enemy to <rt.heal>deal 10% reduced damage to you for the duration</>.",1,0,2,T_Sune_SolarBlades,TalentIcon,512,512,datamine,,
Talent.ID.Talent7,Sune,7,Imposing Presence,Enemies standing in <rt.absorb>Shining Halo</> have <rt.bold>20% reduced Attack Speed</> and <rt.bold>35% reduced Movement Speed</>.,3,0,2,T_Nhance_RPG_Icons_SoulRage,TalentIcon,256,256,datamine,,
Talent.ID.Talent8,Sune,8,Light's Oath,"Your <rt.absorb>Omnistrike</> and <rt.absorb>Solar Blades</> abilities grant you 1 stack of <rt.effect>Light's Oath</> for 30 seconds, stacking up to 8 times.

<rt.effect>Light's Oath</>
When you have 8 stacks of <rt.effect>Light's Oath</>, your next <rt.absorb>Shining Halo</> deals <rt.warning>+100% increased damage</>.",2,0,1,T_Sune_ShiningHalo,TalentIcon,512,512,datamine,,
Talent.ID.Talent9,Sune,9,Hallowed Shield,"Each time you successfully <rt.bold>Parry</> an attack you are granted 1 stack of <rt.effect>Solar Vanguard</> for 30 seconds.

<rt.effect>Solar Vanguard</> increases the power of your next <rt.absorb>Solar Shield</> by <rt.heal>1% per stack</>. Stacks up to 30 times.

<rt.absorb>Solar Shield</> consumes all stacks of <rt.effect>Solar Vanguard</>.",4,0,1,T_Nhance_RPG_Fire_17,TalentIcon,256,256,datamine,,
Talent.ID.Talent97,Sune,23,Shining Flash (old),Your <rt.absorb>Brilliant Flare</> and <rt.absorb>Brilliant Flash</> has <rt.warning>20% more power</> while you are standing in your <rt.absorb>Shining Halo</>.,3,0,1,T_ShinyHand,TalentIcon,256,256,datamine,,
Talent.ID.Talent98,Sune,24,Fortress in the Sun (old),"Solar Shield now reduces damage taken by 50%

When you take damage that would kill you, Solar Shield is applied to you for free. Does not trigger its cooldown.

This can occur once every 5 minutes.",4,0,3,T_Nhance_RPG_Icons_HolyPeak,TalentIcon,256,256,datamine,,
Talent.ID.Talent99,Sune,25,Zenith Technique (OLD),Your <rt.absorb>Skycrash</> grants you <rt.bold>+20% Parry</> for 3 seconds.,6,0,1,T_Ink_Leap,TalentIcon,1024,1024,datamine,,
Talent.ID.Talent1,Vigor,1,Dawn Strider,"When you cast <rt.absorb>Dawnbreaker Orb</>, and while it is active, each <rt.mana>Radiant Rune</> you spend causes a free <rt.absorb>Greater Heal</> of 25% efficiency to be cast on a nearby ally, preferring the player with lowest health.

The additional heals triggered by <rt.effect>Dawn Strider</> do not trigger <rt.absorb>Rune of Renewal</> healing.",3,0,2,T_Vigor_DawnSphere,TalentIcon,256,256,datamine,,
Talent.ID.Talent10,Vigor,10,Shining Blast,Your <rt.absorb>Rune of Renewal</> healing is <rt.heal>four times as effective</> when triggered by your <rt.absorb>Radiant Blast</>.,4,0,1,T_Vigor_Cone,TalentIcon,256,256,datamine,,
Talent.ID.Talent11,Vigor,11,Ascending Avatar,Your <rt.absorb>Levitate</> ability grants you <rt.absorb>Avatar of Light</> for 5 seconds.,5,0,3,T_Vigor_Spirit,TalentIcon,256,256,datamine,,
Talent.ID.Talent12,Vigor,12,Divine Light,"<rt.bold>Every 3 casts</> of <rt.absorb>Radiant Blast</> grants you <rt.effect>Divine Light</>, causing your next <rt.absorb>Circle of Light</> to be <rt.mana>Free</> and have <rt.heal>100% increased healing</>.",6,0,1,Priest20,TalentIcon,256,256,datamine,,
Talent.ID.Talent13,Vigor,13,Runic Revelations,"Your <rt.absorb>Soulbrand</>, <rt.absorb>Rune of Renewal</> & <rt.absorb>Luminous Barrier</> have 25% increased duration.",6,0,1,T_Nhance_RPG_Icons_CorruptionKnowledge,TalentIcon,256,256,datamine,,
Talent.ID.Talent14,Vigor,14,Greater Renewal,Your <rt.absorb>Rune of Renewal's</> <rt.heal>initial heal is increased by 100%</> when healing an ally that already has <rt.effect>Rune of Renewal</> active on them..,4,0,1,T_Vigor_Rune,TalentIcon,512,512,datamine,,
Talent.ID.Talent15,Vigor,15,Enduring Light,"When your <rt.absorb>Circle of Light</> heals a player, they are healed for an additional <rt.heal>50% of the initial heal</> over 12 seconds, accumulatively.",1,0,2,T_Vigor_AoEHeal,TalentIcon,256,256,datamine,,
Talent.ID.Talent16,Vigor,16,Enlightened Soul,"Your <rt.absorb>Radiant Blast</> adds 3 seconds to the duration of all your active <rt.absorb>Rune of Renewal</>, <rt.absorb>Soulbrand</>, and <rt.absorb>Luminous Barrier</> effects.",4,0,1,T_GoldTransmutation,TalentIcon,256,256,datamine,,
Talent.ID.Talent17,Vigor,17,Radiant Soul,"<rt.absorb>Rune of Renewal's</> healing, <rt.absorb>Luminous Barrier's</> absorb, and <rt.absorb>Soulbrand's</> damage is increased by 25%.",1,0,2,T_RuneOfGold,TalentIcon,256,256,datamine,,
Talent.ID.Talent18,Vigor,18,Alacritous Healing,Your <rt.absorb>Greater Heal</> has 0.5 seconds reduced cast time and 20% increased Critical Strike chance.,2,0,1,T_Vigor_Heal,TalentIcon,256,256,datamine,,
Talent.ID.Talent2,Vigor,2,Ceremony of Light,"Your <rt.absorb>Circle of Light</> creates a persistent area on the ground, causing all players standing in it to take <bold>10% reduced damage</>.

After 5 seconds, the area erupts in light, as a second <rt.absorb>Circle of Light</> of 50% power heals players in the area.",3,0,2,Tex_SpellBook06_23,TalentIcon,256,256,datamine,,
Talent.ID.Talent3,Vigor,3,Ruptured Soul,When an enemy dies while <rt.absorb>Soulbrand</> is active on them you instantly gain <rt.mana>50% of the Radiant Rune power it would have generated</> in the time that was remaining and trigger an explosion <rt.warning>dealing 16% of the damage that was remaining to all nearby enemies</>.,2,0,1,T_Vigor_Soulbrand,TalentIcon,256,256,datamine,,
Talent.ID.Talent4,Vigor,4,Beacon in the Dark,"Your <rt.absorb>Dawnflare</> and <rt.absorb>Radiant Blast</> abilities have a 15% chance to grant you <bold>Beacon in the Dark</>, causing your next <rt.absorb>Radiant Blast</> to have an additional 50% Critical Strike chance.

Upon gaining <bold>Beacon in the Dark</> the cooldown of <rt.absorb>Radiant Blast</> is instantly reset.",6,0,1,Priest5,TalentIcon,256,256,datamine,,
Talent.ID.Talent5,Vigor,5,Sacred Barrier,Your <rt.absorb>Luminous Barrier</> has 2 charges and gains <rt.meikoability2>Cooldown Acceleration</> equal to your Haste.,3,0,2,T_SunOrb,TalentIcon,256,256,datamine,,
Talent.ID.Talent6,Vigor,6,Expansive Mind,"Your <rt.absorb>Dawnflare</> casts have a chance to grant you <bold>Expansive Mind</>, increasing your Spirit by 20% for 12 seconds and replenishing <rt.mana>2% max mana</> every 3 seconds for the duration.

(1.2 PPM)",2,0,1,T_Nhance_RPG_Icons_ManaTome,TalentIcon,256,256,datamine,,
Talent.ID.Talent7,Vigor,7,Master of Triage,"Each time you generate a <rt.mana>Radiant Rune</>, a free <rt.absorb>Greater Heal</> of 20% efficiency is cast on a nearby ally, preferring the player with lowest health.

The additional heals triggered by <rt.effect>Master of Triage</> do not trigger <rt.absorb>Rune of Renewal</> healing.",1,0,2,Tex_SpellBook06_87,TalentIcon,256,256,datamine,,
Talent.ID.Talent8,Vigor,8,Meticulous Runesmith,"When your <rt.absorb>Dawnbreaker Orb</> heals a player, 50% of that healing is also applied as an absorb shield on that player for 12 seconds.

The shield from <rt.effect>Meticulous Runesmith</> stacks up to a maximum absorb value equal to <rt.heal>900% of your Intellect</>.

Damage absorbed by the shield is reduced by 50%.",5,0,3,T_LightPortal,TalentIcon,256,256,datamine,,
Talent.ID.Talent84,Vigor,35,Orb Crit (old),"Your <rt.absorb>Dawnbreaker Orb's</> Critical Strike chance is increased by 25%.

Every 4 casts of <rt.absorb>Radiant Blast</> grants you ""Divine Light"", causing your next <rt.absorb>Circle of Light</> to have no mana cost and 100% increased power.",6,0,1,Tex_orb_02_b,TalentIcon,256,256,datamine,,
Talent.ID.Talent85,Vigor,36,Preserved Illumination (old),Your active <rt.absorb>Luminous Barriers</> absorb values are replenished for 100% of your <rt.absorb>Dawnflare</> damage and 40% of your <rt.absorb>Radiant Blast</> damage.,4,0,1,T_GoldTransmutation,TalentIcon,256,256,datamine,,
Talent.ID.Talent86,Vigor,37,Radiant Soul (old),"Your <rt.absorb>Radiant Blast</> adds 3 seconds to the duration of all your active <rt.absorb>Rune of Renewal</>, <rt.absorb>Soulbrand</>, and <rt.absorb>Luminous Barrier</> effects.

<rt.absorb>Rune of Renewal's</> healing, <rt.absorb>Luminous Barrier's</> absorb, and <rt.absorb>Soulbrand's</> damage is increased by 25%.",5,0,3,T_RuneOfGold,TalentIcon,256,256,datamine,,
Talent.ID.Talent87,Vigor,38,Resplendent Dawn (old),"Your <rt.absorb>Dawnflare</> deals <rt.warning>20% more damage</> and heals all players that have your <rt.absorb>Rune of Renewal</> active on them for <rt.heal>50% of the damage dealt by</> <rt.absorb>Dawnflare</>.

Additionally, the cast time of <rt.absorb>Dawnflare</> is reduced by 0.1 seconds for 9 seconds each time you cast it. stacking up to a maximum of 0.5 seconds reduction.",5,0,3,T_Vigor_Bolt,TalentIcon,256,256,datamine,,
Talent.ID.Talent88,Vigor,39,Spirited Fortitude (old),You take 10% less <bold>Area of effect damage</>.,4,0,1,Barbarian3,TalentIcon,256,256,datamine,,
Talent.ID.Talent89,Vigor,40,Grand Design (old),"Your <rt.absorb>Soulbrand</>, <rt.absorb>Rune of Renewal</> & <rt.absorb>Luminous Barrier</> abilities can now be <rt.effect>Overcharged</>, causing the ability to be cast on up to 4 applicable targets at once at <rt.heal>60% power</>.

<rt.mana>Requires and costs 2 Radiant Runes</>

<rt.effect>Overcharged Abilities</>
Hold down the relevant ability button until a cast bar is displayed. Once the cast has completed, the <rt.effect>overcharged</> version of the ability will trigger.",5,0,3,Tex_SpellBook07_11,TalentIcon,256,256,datamine,,
Talent.ID.Talent9,Vigor,9,Grand Proliferation,"Whille <rt.effect>Runic Proliferation</> is active, your <rt.absorb>Soulbrand</>, <rt.absorb>Rune of Renewal</>, and <rt.absorb>Luminous Barrier</> is cast on up to 4 targets at 120% power, as long as you have <rt.mana>2 Radiant Runes</> to spend.",5,0,3,T_Vigor_HealRune,TalentIcon,256,256,datamine,,
Talent.ID.Talent90,Vigor,31,Shimmering Brand (old),"Your <rt.effect>Soulbrand: Remnant</> damage also heals a nearby ally for <rt.heal>100% of the damage it dealt</>.

<rt.effect>Shimmering Brand</> prefers the ally with lowest health.",3,0,2,T_Icon_Tech_35,TalentIcon,256,256,datamine,,
Talent.ID.Talent91,Vigor,30,Magic Ward (old),You take 10% less <bold>Magic damage</>.,4,0,1,T_Arcane_Scroll,TalentIcon,256,256,datamine,,
Talent.ID.Talent92,Vigor,29,Sacred Barrier (old),Allies under the effects of any <rt.absorb>absorbs created from your hero abilities</> take 10% reduced damage.,3,0,2,T_SunOrb,TalentIcon,256,256,datamine,,
Talent.ID.Talent93,Vigor,28,Well of Knowledge (old),Your <rt.mana>Mana Regeneration</> is increased by your Haste.,2,0,1,T_Icon_Tech_35,TalentIcon,256,256,datamine,,
Talent.ID.Talent94,Vigor,27,Enduring Light (old),The healing of your <rt.absorb>Circle of Light</> is increased by up to 50% depending on the amount of health the target is missing. Lower health gives a larger bonus.,1,0,2,Tex_SpellBook06_23,TalentIcon,256,256,datamine,,
Talent.ID.Talent95,Vigor,26,Rite of Dawn (old),The damage and healing of your <rt.absorb>Radiant Blast</> is increased by 20%.,2,0,1,Tex_SpellBook06_20,TalentIcon,256,256,datamine,,
Talent.ID.Talent96,Vigor,22,Meticulous Runesmith (old),Your <rt.absorb>Dawnbreaker Orb</> costs 1 less <rt.mana>Radiant Rune</>.,3,0,2,T_Vigor_DawnSphere,TalentIcon,256,256,datamine,,
Talent.ID.Talent97,Vigor,23,Epiphany (old),"Your <rt.absorb>Dawnflare</>, <rt.absorb>Soulbrand</> & <rt.absorb>Radiant Blast</> have a 15% chance to make your next <rt.absorb>Greater Heal</> instant cast and <rt.mana>cost 50% less Mana</>.

<bold>Epiphany</> stacks up to 3 times.",1,0,2,T_LightPortal,TalentIcon,256,256,datamine,,
Talent.ID.Talent98,Vigor,24,Greater Soulbrand (old),"Your <rt.absorb>Soulbrand</> deals 20% increased damage.

- NUUKED - needs redesign - Axel",4,0,1,T_Vigor_Soulbrand,TalentIcon,256,256,datamine,,
Talent.ID.Talent99,Vigor,25,Perfect Circle (old),Your <rt.absorb>Circle of Light</> costs <rt.mana>25% less Mana</>.,6,0,1,T_Vigor_AoEHeal,TalentIcon,256,256,datamine,,
Talent.ID.Talent1,Warmaster,1,The Best Defense,"Each time you <bold>Block</> an attack with your shield, you have a chance to reset the cooldown of <rt.absorb>Shield Throw</> and cause your next <rt.absorb>Shield Throw</> within 12 seconds to deal <rt.warning>20% increased damage</>.

(2.0 PPM)",1,0,2,warmaster_shield_throw_3,TalentIcon,256,256,datamine,,
Talent.ID.Talent10,Warmaster,10,Sharpened Blade,Enemies afflicted by your <rt.absorb>Sweeping Strike's</> bleed have <rt.effect>20% reduced attack speed</> and your <rt.absorb>Power Strike</> deals <rt.warning>200% more damage</> to them.,3,0,2,T_Warmaster_BleedStrike,TalentIcon,256,256,datamine,,
Talent.ID.Talent11,Warmaster,11,Defiance,"When you are <rt.bold>below 80% health</>, you gain <rt.bold>+5% Block Chance</> and <rt.heal>20% increased Healing taken</>.",4,0,1,Tex_SpellBook01_21,TalentIcon,256,256,datamine,,
Talent.ID.Talent12,Warmaster,12,Lingering Rush,"Your <rt.absorb>Sweeping Strike's</> <rt.effect>Blood Rally</> lasts an additional 6 seconds, but its healing is reduced to <rt.heal>4% of your maximum health every 1 second</>.",2,0,1,T_HandsOfBlood,TalentIcon,256,256,datamine,,
Talent.ID.Talent13,Warmaster,13,Commander's Advance (disabled),Your <rt.absorb>Hold the Line</> ability increases your movement speed by 50% and the movement speed of your allies by 25% for 5 seconds.,4,0,1,Barbarian8,TalentIcon,256,256,datamine,,
Talent.ID.Talent14,Warmaster,14,Second Wind,"When your <rt.mana>Toughness</> has reduced an amount of damage equal to <rt.bold>30% of your Maximum Health</>, you gain <rt.effect>20% increased Strength</> for 8 sec.",5,0,3,T_Nhance_RPG_Energy_07,TalentIcon,256,256,datamine,,
Talent.ID.Talent15,Warmaster,15,Martial Command,"While <rt.absorb>Siegebreaker</> is active you deal <rt.warning>25% more damage</> and <rt.bold>50% your damage reduction</> from <rt.mana>Toughness</> is shared with all allies.

Your <rt.warning>Spirit is increased by +5%</> and each time you use your <rt.absorb>Shield Throw</> abililty you <rt.mana>generate 2 Spirit Points</>.",5,0,3,T_Warmaster_Ultimate,TalentIcon,256,256,datamine,,
Talent.ID.Talent16,Warmaster,16,Gleaming Shield,"Each time you use <rt.absorb>Shield Throw</>, <rt.absorb>Shield Slam</>, <rt.absorb>Shockwave</>, and <rt.absorb>Shields Up</>, you gain <rt.heal>3.0% increased Armor</> for 3 seconds, stacking up to 10 times. Upon expiration, 1 stack is lost.

Your <rt.absorb>Shield Slam</> deals additional damage to all targets hit equal to <rt.warning>10% of your total Armor value</>.",5,0,3,T_Nhance_RPG_Gold_05,TalentIcon,256,256,datamine,,
Talent.ID.Talent17,Warmaster,17,Front Line Defender,Your <rt.mana>Toughness</> reduces damage taken by an <rt.heal>additional 5%</> on each <rt.mana>Toughness</> Tier.,6,0,1,warmaster_shields_up,TalentIcon,256,256,datamine,,
Talent.ID.Talent18,Warmaster,18,Master of War,"Each time you <rt.bold>Block</> an attack, the cooldown of <rt.absorb>Grand Melee</> is reduced by 0.2 seconds.",6,0,1,T_Nhance_RPG_Gold_03,TalentIcon,256,256,datamine,,
Talent.ID.Talent19,Warmaster,19,Greater Shockwave,Your <rt.absorb>Shockwave</> grants an additional <rt.mana>10% Toughness</> and  <rt.warning>deals up to 30% increased damage</> based on how much  <rt.mana>Toughness</> you have.,6,0,1,T_Warmaster_shockwave,TalentIcon,256,256,datamine,,
Talent.ID.Talent2,Warmaster,2,Shield Mastery,The cooldown of your <rt.absorb>Shields Up</> and <rt.absorb>Shield Throw</> abilities are reduced relative to the amount of damage you mitigate with <rt.mana>Toughness</>.,1,0,2,Tex_y_17_layered,TalentIcon,512,512,datamine,,
Talent.ID.Talent3,Warmaster,3,Sword & Board,"Your <rt.absorb>Power Strike</> has a <rt.bold>50% chance</> to instantly replenish 1 charge of <rt.absorb>Shield Slam</> and grant you <rt.effect>Empowered Shield Slam</> for 12 seconds, causing your next <rt.absorb>Shield Slam</> to <rt.heal>apply an absorb on you</>.",1,0,2,T_Warmaster_ShieldSlam,TalentIcon,256,256,datamine,,
Talent.ID.Talent4,Warmaster,4,High Command,Your <rt.absorb>Hold the Line</> cooldown is reduced by 6 seconds each time you use <rt.absorb>Shields Up</>.,4,0,1,T_Nhance_RPG_Fire_05,TalentIcon,256,256,datamine,,
Talent.ID.Talent5,Warmaster,5,Guarded Veteran,"Your <rt.bold>Block Chance is increased by 5%</>.

You gain another <rt.bold>5% Block Chance</> while <rt.absorb>Shields Up</> is active.",2,0,1,T_Nhance_RPG_Fire_08_Yellow,TalentIcon,256,256,datamine,,
Talent.ID.Talent6,Warmaster,6,Punishing Strikes,"Your <rt.bold>Successful Blocks</> have a <rt.bold>6% chance</> to grant you 2 stacks of <rt.effect>Punishing Strikes</>.

<rt.effect>Punishing Strikes</> causes your next <rt.absorb>Meassured Strike</> to deal <rt.warning>100% increased damage</> and have <rt.absorb>100% increased Veteran of War</>.",2,0,1,T_Warmaster_FatalBlow,TalentIcon,256,256,datamine,,
Talent.ID.Talent7,Warmaster,7,Aftershock,Enemies that take damage from your <rt.absorb>Shockwave</> ability take <rt.warning>30% more damage</> from you for 5 seconds.,3,0,2,T_Nhance_RPG_Arcane_36,TalentIcon,256,256,datamine,,
Talent.ID.Talent8,Warmaster,8,Unscarred Soul,The <rt.bold>absorb shield</> from your <rt.effect>Empowered Shield Slams</> takes <rt.bold>20% reduced damage</> & enemies that attack you while it is active take <rt.warning>50% Strength</> physical damage.,3,0,2,T_WM_HoldTheLine,TalentIcon,512,512,datamine,,
Talent.ID.Talent9,Warmaster,9,Skull Cracker,Your <rt.absorb>Shield Throw</> has <rt.warning>+20% additional critical strike chance</> and deals <rt.warning>100% increased damage to the first target it hits</>.,4,0,1,T_Nhance_RPG_BloodCombat_01,TalentIcon,256,256,datamine,,
Talent.ID.Talent90,Warmaster,31,Reinforced Steel (old),Your <bold>Armor is increased by 20%</>.,2,0,1,Tex_armor_3_b,TalentIcon,256,256,datamine,,
Talent.ID.Talent91,Warmaster,30,Gleaming Shield (old),"While <rt.absorb>Shields up</> is active you gain an additional <rt.bold>+20% chance to block</>, all healing effects on you are <rt.heal>increased by 20%</>, and your <rt.absorb>Shield Slam</> deals <rt.warning>40% increased damage</>.",5,0,3,T_Nhance_RPG_Gold_05,TalentIcon,256,256,datamine,,
Talent.ID.Talent92,Warmaster,29,Resonant Bulwark,"Your <rt.absorb>Shield Slam</> applies 1 stack of <rt.effect>Resonant Bulwark</> to the target, up to 20 stacks. Critical Strikes apply 2 stacks.

Your next <rt.absorb>Shockwave</> consumes all <rt.effect>Resonant Bulwark</> stacks on all targets hit, and <rt.warning>deals 10% more damage to those targets per stack consumed</> and <rt.effect>Stuns them for 0.2s per stack consumed</>.",5,0,3,T_Nhance_RPG_Energy_07,TalentIcon,256,256,datamine,,
Talent.ID.Talent93,Warmaster,28,Greater Shockwave (old),Your <rt.absorb>Shockwave</> deals <rt.warning>20% more damage</>.,6,0,1,T_Warmaster_shockwave,TalentIcon,256,256,datamine,,
Talent.ID.Talent94,Warmaster,27,Punishing Strikes (old),Your <rt.absorb>Power Strike</> and <rt.absorb>Shield Slam</> deal <rt.warning>15% more damage</>.,2,0,1,T_Warmaster_FatalBlow,TalentIcon,256,256,datamine,,
Talent.ID.Talent95,Warmaster,26,Guarded Veteran (old),Your <rt.bold>block chance is increased by 10%</>.,2,0,1,T_Nhance_RPG_Fire_08_Yellow,TalentIcon,256,256,datamine,,
Talent.ID.Talent96,Warmaster,22,Front Line Defender (old),Your <rt.mana>maximum toughness</> and <rt.mana>toughness generation</> is increased by <rt.mana>20%</>.,6,0,1,warmaster_shields_up,TalentIcon,256,256,datamine,,
Talent.ID.Talent97,Warmaster,23,Master of War (old),Your <rt.absorb>Grand Melee</> ability has <rt.bold>20% reduced cooldown</>.,6,0,1,T_Nhance_RPG_Gold_03,TalentIcon,256,256,datamine,,
Talent.ID.Talent98,Warmaster,24,Magic Ward (old),You take <rt.bold>10% reduced magic damage</>.,4,0,1,T_Arcane_Scroll,TalentIcon,256,256,datamine,,
Talent.ID.Talent99,Warmaster,25,Razor Shrapnel (old),"Your <rt.absorb>Shield Throw</> hits have a 20% chance to trigger an explosion of metal, dealing <rt.warning>damage equal to 40% of the Shield Throw hit that triggered the explosion</> to the target and up to 7 additional nearby enemies.",3,0,2,Tex_SpellBook06_48,TalentIcon,256,256,datamine,,
